科目コード,部門コード,PJコード,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月
3000,S01,PJ001,323368,472177,452170,656832,730166,629165,741631,403203,799690,633143,440474,810560
4000,S02,PJ002,627972,659538,906849,892885,940990,561241,552777,946455,490483,785943,824297,465394
4100,D01,PJ003,571966,247784,414786,247337,926031,390837,416428,816091,479043,752438,562587,568109
1000,D02,,127657,478696,665052,881078,869179,294980,577724,438934,128102,644888,747707,773591
2000,S01,PJ001,668392,284029,580911,943396,709371,217980,731147,802644,774925,514025,525617,955045
3000,S02,PJ002,490547,293890,388610,355903,296555,259972,494674,644218,795748,122373,822843,270712
4000,D01,PJ003,482358,729366,134071,191274,723082,739981,186233,465433,737029,450207,984255,435370
4100,D02,,480832,251655,436533,436040,825927,359105,579885,791018,600228,189342,293313,769794
1000,S01,PJ001,769983,388430,138402,349000,516750,997029,432457,517499,805603,633493,260481,154567
2000,S02,PJ002,929391,320088,209278,341754,138664,168125,569328,315947,892476,716043,648028,884655
3000,D01,PJ003,545445,668435,881237,642125,517073,419949,428370,276025,383061,454492,746207,419504
4000,D02,,264714,627581,412822,327374,215480,408166,104314,909670,865943,733829,665800,935230
4100,S01,PJ001,741703,566520,493707,430887,156095,318742,370516,378630,715327,389695,648147,992054
1000,S02,PJ002,640365,528673,451253,795167,110308,180284,258823,485966,945517,446246,921445,522728
2000,D01,PJ003,788075,490818,832963,304821,858823,730043,907938,782784,111675,188379,481106,626808
3000,D02,,350357,108810,229829,292720,952432,344708,488476,317133,964682,348536,334550,109846
4000,S01,PJ001,569373,201182,756581,868630,788461,985216,284026,791074,205279,316687,901967,784250
4100,S02,PJ002,417454,259228,695484,837454,137609,786647,135066,268087,501789,170401,717466,155128
1000,D01,PJ003,918139,829304,479091,829485,942147,169765,626708,588614,590460,759836,693618,891051
2000,D02,,526195,877905,887421,195221,806073,528094,690656,939702,858953,501913,466198,166385
3000,S01,PJ001,354806,212079,907763,158626,996723,866381,117783,333627,617688,694761,753860,327424
4000,S02,PJ002,599842,942507,119741,158138,259341,509846,143939,730203,396381,202925,375855,142266
4100,D01,PJ003,560987,247675,372309,372410,681694,627001,284925,752241,740672,206365,832099,739491
1000,D02,,662071,855458,662239,829922,128073,314756,719620,705597,274951,881314,430766,845709
2000,S01,PJ001,126445,253832,491655,315914,227167,773602,513353,228387,300706,200355,614623,742936
3000,S02,PJ002,793123,579468,653067,838174,559526,224758,158152,889178,663494,685668,229623,807687
4000,D01,PJ003,876362,933913,892098,787748,521655,199771,423448,308110,950570,524350,800643,976554
4100,D02,,163314,789757,542504,156625,995372,321748,455025,852413,114011,794398,175660,187003
1000,S01,PJ001,602611,246610,476217,330672,436421,613263,107970,903773,140744,727958,153832,659318
2000,S02,PJ002,706909,950527,659594,251262,751924,129187,172527,227966,586487,832904,373771,663298
3000,D01,PJ003,615934,970703,587991,311276,265335,834021,330235,955700,870226,610225,787781,811238
4000,D02,,199504,114197,336974,744538,568765,105786,963981,859905,171725,276360,614601,913856
4100,S01,PJ001,287474,679247,469012,488731,915673,687706,480475,262222,325195,775313,704389,176530
1000,S02,PJ002,959648,230009,980108,750862,533366,997291,274237,573932,703574,976345,682699,755574
2000,D01,PJ003,653428,321432,838127,519364,291253,477332,135117,468433,173080,796851,155028,331246
3000,D02,,181399,803026,286775,329254,521095,901911,171815,171394,427304,214689,940038,768514
4000,S01,PJ001,249290,967811,960994,594277,849448,601235,395880,762756,974472,341008,693900,526308
4100,S02,PJ002,200888,989430,983873,151340,900023,607081,698796,193594,172583,288655,610007,987970
1000,D01,PJ003,801144,206343,280536,846748,376229,634590,718140,949646,556187,157714,715282,978672
2000,D02,,353624,848899,906782,929534,195700,407321,170977,539886,386197,225487,505832,885949
3000,S01,PJ001,666152,198314,898761,649735,670139,450642,250956,494308,776264,973587,326315,977604
4000,S02,PJ002,764684,751631,530087,937217,547724,431127,657951,669812,165719,166105,457539,833613
4100,D01,PJ003,706508,292664,589959,457219,939427,350633,428458,400157,786394,321274,560204,840616
1000,D02,,226328,214097,125831,408705,660045,288339,983535,471781,731048,444258,502316,556837
2000,S01,PJ001,850075,673968,165792,715051,365880,788704,277693,407639,765921,269236,619976,589320
3000,S02,PJ002,932747,152942,472235,256331,846865,286086,704805,400007,991747,371932,994560,140272
4000,D01,PJ003,852293,348738,559497,913666,788108,428775,445245,546356,420664,153869,652548,815108
4100,D02,,993247,976010,752121,266625,699320,741198,171355,143891,947966,659896,331965,378590
1000,S01,PJ001,352138,553765,603984,772081,888719,503373,871244,445952,680051,515408,226502,310615
2000,S02,PJ002,410071,316044,587673,431149,298513,197258,151304,587544,432689,469824,149555,370740
3000,D01,PJ003,684241,619838,732764,618642,732155,732378,937874,582719,638570,668185,390390,652569
4000,D02,,331706,221014,615714,784292,890592,607788,338514,923350,629916,878126,819320,715140
4100,S01,PJ001,694434,174694,985021,991818,179245,754524,578007,299074,497110,381514,192166,573278
1000,S02,PJ002,322931,962926,933996,130177,241359,652547,832722,796339,337181,316802,994620,859118
2000,D01,PJ003,849467,419661,298845,716271,108047,800000,668564,727180,940512,363961,731439,983880
3000,D02,,417236,665672,582922,797857,354693,333170,887806,491296,372549,536424,919311,422191
4000,S01,PJ001,220738,278479,518724,511175,182329,428490,768112,112531,926783,806430,677305,789754
4100,S02,PJ002,508716,903850,513127,661408,526788,565865,100907,647007,725483,331995,772599,381685
1000,D01,PJ003,454424,252414,278073,849891,907770,754198,684457,610197,874881,377658,459872,674041
2000,D02,,720691,936026,761505,252679,951270,916095,457337,453133,516081,876522,138715,851665
3000,S01,PJ001,477602,724129,577700,274196,459756,129148,551553,484284,576930,824654,478325,140219
4000,S02,PJ002,182389,611399,232215,479663,542993,804371,839406,414947,623584,933782,919374,445941
4100,D01,PJ003,182297,814549,307373,215884,236584,119462,195261,593822,486968,179422,310514,945335
1000,D02,,496902,228605,299257,988775,490083,776810,980560,331667,324582,117794,460519,481901
2000,S01,PJ001,463458,282506,552853,891021,579754,820227,558280,494382,960008,442293,964209,697249
3000,S02,PJ002,373279,586860,750268,968940,136964,635867,582794,317565,913013,337602,281045,389424
4000,D01,PJ003,165870,740741,702242,301742,978390,646198,402681,558208,486262,345089,254132,213738
4100,D02,,582148,142554,790391,666537,777202,150619,194383,465910,327178,533702,760296,294237
1000,S01,PJ001,130016,642003,605557,628175,893653,174799,837499,494387,374255,402125,182020,374257
2000,S02,PJ002,707953,513276,135795,782600,459670,919259,842895,755795,400375,540637,709898,879853
3000,D01,PJ003,441842,997547,555193,147204,760915,606032,571644,611925,225238,555261,259493,778002
4000,D02,,326291,214866,330251,797882,431843,699039,501002,728977,776194,579919,930752,350070
4100,S01,PJ001,841916,563698,710312,976641,610656,429963,895715,194713,821649,804333,839122,670728
1000,S02,PJ002,448296,353734,808997,684306,468722,121657,160401,564805,711529,430952,841084,140971
2000,D01,PJ003,150143,906672,567624,862585,693780,594521,866374,973653,892552,136081,692530,902189
3000,D02,,193830,814903,364317,906083,376922,400272,743317,962663,872222,725502,383554,820817
4000,S01,PJ001,705203,669701,587042,119142,873835,415475,603186,264835,138531,972229,400813,402046
4100,S02,PJ002,938174,595588,620939,631687,312788,419088,448462,715318,599823,509969,153173,146451
1000,D01,PJ003,228347,969154,994870,449100,816934,511011,496454,400576,260628,451821,692721,239769
2000,D02,,595920,516965,274291,216792,776062,671181,885207,840691,507490,695530,380665,767267
3000,S01,PJ001,584462,949746,792688,356126,106660,116622,912009,603571,186175,245679,753079,739613
4000,S02,PJ002,730926,411055,408232,556334,936321,649288,961055,202563,948412,423618,498984,900530
4100,D01,PJ003,947191,599250,211616,228869,346177,861654,445793,538888,920476,309285,926751,435865
1000,D02,,718965,669939,436716,503899,931229,601405,262879,394034,694056,693515,358291,686129
2000,S01,PJ001,704144,134946,247379,985749,425907,788220,852285,947603,311636,262382,644793,823227
3000,S02,PJ002,205789,628885,381125,858371,487102,852658,261596,372205,153570,186598,984482,136194
4000,D01,PJ003,769240,326317,605147,373521,315591,837307,623134,592094,854749,813491,211059,569941
4100,D02,,699422,838724,296043,449259,442661,815432,521537,650621,463976,124656,447912,185619
1000,S01,PJ001,205916,965653,656782,668811,556804,301167,111543,945597,509398,663775,757085,738158
2000,S02,PJ002,912079,683095,268256,732495,932050,297588,162381,108725,789597,624237,303995,293624
3000,D01,PJ003,176989,947921,125402,450281,403365,146716,523175,264184,113835,547531,777057,262443
4000,D02,,326732,110973,978411,325273,244725,674559,293889,840082,223731,377764,275204,131126
4100,S01,PJ001,877456,878508,918161,115306,561618,650792,452563,667743,717611,320768,320579,562088
1000,S02,PJ002,452675,333248,305451,155943,542828,928184,716965,533441,422257,298807,972361,876746
2000,D01,PJ003,375515,921428,498789,289979,523845,307831,626893,608729,278836,981392,559003,776785
3000,D02,,324418,788625,477905,504815,961059,639409,612728,387003,830566,467535,451156,152229
4000,S01,PJ001,912122,751382,509453,573687,400328,758972,337599,526892,639330,657463,890340,643946
4100,S02,PJ002,137475,304848,392616,156029,504528,889638,462737,823602,587242,348304,117743,390500
1000,D01,PJ003,495499,209330,882922,797221,294342,261775,706978,622385,680807,488782,677180,715961
2000,D02,,551089,930064,919834,287889,255359,432435,373770,817768,191691,832337,622409,109649
3000,S01,PJ001,788862,566905,262200,425996,763710,919362,565521,285927,339483,115589,878573,924620
4000,S02,PJ002,309179,903662,201538,593225,536233,854633,216548,925009,453880,713922,628683,694267
4100,D01,PJ003,941697,734736,526704,185334,859213,931480,218988,536494,757622,125604,323458,667102
1000,D02,,110044,290983,319312,418165,751085,781165,687925,847603,147202,642309,917257,402086
2000,S01,PJ001,355459,608578,856114,351789,968529,248597,156037,103569,906348,668634,160981,652050
3000,S02,PJ002,800658,316624,141840,364092,443066,107161,784664,362359,569437,629023,430927,768461
4000,D01,PJ003,989909,922437,640953,383295,681925,952790,707233,708148,574230,830223,865019,472465
4100,D02,,432149,872171,637933,623598,206046,382760,553669,551013,382104,451466,662847,109795
1000,S01,PJ001,801525,648090,102271,758968,202516,965877,214586,827706,841289,594063,518759,181394
2000,S02,PJ002,502190,706233,787133,445633,336481,876610,165799,354660,650307,952508,251976,956214
3000,D01,PJ003,951263,744790,330769,892753,925306,760928,974705,735936,538090,742607,874714,658562
4000,D02,,585328,615639,778283,604905,499578,470824,859919,716595,640473,552651,556505,260323
4100,S01,PJ001,149842,865210,319811,379563,734245,866690,210964,880601,980800,381204,384245,887671
1000,S02,PJ002,264723,101174,223861,802167,769662,474160,375935,545332,647643,334620,156939,913966
2000,D01,PJ003,882193,956730,983540,134057,266652,312684,762798,209320,312101,600148,560059,985065
3000,D02,,590937,842630,454322,907052,846700,718031,568129,518856,913242,805213,125534,442782
4000,S01,PJ001,917741,848410,790305,158003,170379,367966,796584,465542,557011,316287,197659,225258
4100,S02,PJ002,347499,877309,628217,217371,871360,620659,282350,471918,238213,395927,195934,166522
1000,D01,PJ003,971409,418599,495127,289437,133716,794205,907899,301082,273287,188385,624701,617442
2000,D02,,696010,653284,776836,180726,219693,499024,668650,695465,324176,179214,646623,965794
3000,S01,PJ001,616885,404515,542685,643326,865322,451370,854852,770851,871848,360826,728546,170983
4000,S02,PJ002,926103,381822,646078,481968,866719,688187,112872,749386,494153,859935,108527,438593
4100,D01,PJ003,400953,664489,713227,784027,423710,129187,959132,624981,191779,968044,116956,752324
1000,D02,,665087,789947,500524,642338,876621,160547,836462,669931,217257,370187,462447,160304
2000,S01,PJ001,871796,226156,451820,197702,519158,479551,400200,497015,437562,931309,490261,844743
3000,S02,PJ002,403207,754029,168325,336350,709922,894924,802611,435494,226591,158930,626200,232906
4000,D01,PJ003,953467,363251,569933,173587,839070,351495,273710,450880,433006,398154,239643,750813
4100,D02,,973546,734349,223070,160112,755034,432359,357075,480704,747293,872111,987974,117407
1000,S01,PJ001,123927,227316,915996,724031,419574,669933,525779,724225,942870,852481,949724,303125
2000,S02,PJ002,710927,885438,426646,269996,810339,319147,414612,428047,137429,362860,550827,441510
3000,D01,PJ003,570357,317740,234252,714672,387967,196095,729625,258324,328737,696337,638943,715883
4000,D02,,302981,312160,558059,325703,507229,728214,380279,658137,716860,926402,793630,304462
4100,S01,PJ001,960695,627459,224252,202766,953515,369330,560863,587846,665340,185603,725487,358940
1000,S02,PJ002,265458,766788,217538,239336,279346,848630,335046,768607,811648,488034,853831,907945
2000,D01,PJ003,272726,470753,825566,793169,791208,246634,678076,315427,502179,719976,685594,791825
3000,D02,,365536,420497,911818,304090,264869,495534,736856,993661,714572,326042,126207,821825
4000,S01,PJ001,746491,460948,605806,677522,941085,213714,583926,125068,215366,862684,622133,654875
4100,S02,PJ002,326254,938715,640114,503702,945302,357776,106538,218189,815306,777854,393706,114684
1000,D01,PJ003,674424,288585,723066,261840,276972,731732,145465,802163,755553,795583,538920,115179
2000,D02,,595833,108003,509254,788042,503301,535643,753244,327810,422753,565546,585572,798046
3000,S01,PJ001,323768,130590,570232,206905,494930,922075,380214,869405,291532,812010,907040,571915
4000,S02,PJ002,859942,418929,885719,470824,165009,519704,798216,405272,748247,476859,411120,899418
4100,D01,PJ003,137461,711036,706415,606237,704686,434422,356429,728367,609535,820426,216253,105209
1000,D02,,542797,999363,531901,550719,543747,327000,178201,900957,301963,697954,409339,135763
2000,S01,PJ001,956807,247753,526449,199837,800995,586605,578733,438415,342985,717585,385912,719089
3000,S02,PJ002,563878,814388,328570,165723,242479,482646,661092,977718,149177,642545,834125,499278
4000,D01,PJ003,298915,192306,768335,479107,995261,928090,588507,546705,772199,771074,329902,205655
4100,D02,,836577,655348,784320,676120,926007,153414,572823,113760,696606,403775,437449,465275
1000,S01,PJ001,574424,108559,609214,182028,999878,180115,758020,714210,789325,499062,440536,280455
2000,S02,PJ002,187492,219828,324192,105662,703207,212736,267378,971446,763116,190483,927116,569666
3000,D01,PJ003,346182,296451,883221,713610,195937,867909,527506,846114,370260,294057,623119,747823
4000,D02,,206606,110403,786066,790789,240807,111623,619443,929775,240316,886947,345995,691712
4100,S01,PJ001,169938,860341,794571,856961,921996,677826,576441,185310,200798,311796,661758,395114
1000,S02,PJ002,609574,503647,192292,308776,766271,775776,176114,816157,470916,520040,693170,902987
2000,D01,PJ003,332233,933948,733245,743426,522091,883407,403802,878557,779865,530474,611614,641061
3000,D02,,450567,777476,770237,182921,289862,508817,353002,503628,536072,392906,472404,661719
4000,S01,PJ001,458474,197878,649007,560233,646825,487824,567826,432935,227453,263577,698409,468413
4100,S02,PJ002,663626,678883,393690,672234,458595,127562,372363,251608,961957,390594,500916,125252
